,Slogan,SlogansToList,IndexEncoded
2061,Going beyond the call,"['Going', 'beyond', 'the', 'call']","[13916, 13916, 13916, 1697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2062,Delivering peace of mind daily,"['Delivering', 'peace', 'of', 'mind', 'daily']","[13916, 8819, 13916, 7725, 3059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2063,We promise to answer,"['We', 'promise', 'to', 'answer']","[13916, 9544, 13916, 453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2064,Contact us today,"['Contact', 'us', 'today']","[2629, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2065,The yes company,"['The', 'yes', 'company']","[13916, 13916, 2415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2066,It's not just a job to us it's a mission,"[""It's"", 'not', 'just', 'a', 'job', 'to', 'us', ""it's"", 'a', 'mission']","[13916, 13916, 13916, 13916, 6703, 13916, 13916, 13916, 13916, 7779, 0, 0, 0, 0, 0, 0]"
2067,Passionate relentless customer care,"['Passionate', 'relentless', 'customer', 'care']","[8761, 10119, 3032, 1780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2068,Your total business outsourcing partner,"['Your', 'total', 'business', 'outsourcing', 'partner']","[13916, 12664, 1635, 13916, 8752, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2069,Visible strategies,"['Visible', 'strategies']","[13462, 11902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2070,We grow and refresh brands,"['We', 'grow', 'and', 'refresh', 'brands']","[13916, 5440, 13916, 10047, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2071,Better branding For a changing world,"['Better', 'branding', 'For', 'a', 'changing', 'world']","[13916, 13916, 13916, 13916, 13916, 13820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2072,The designvertising agency,"['The', 'designvertising', 'agency']","[13916, 13916, 228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2073,Immersed in branding,"['Immersed', 'in', 'branding']","[13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2074,Building successful brands,"['Building', 'successful', 'brands']","[1570, 12025, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2075,We unearth the organic potential in your brand,"['We', 'unearth', 'the', 'organic', 'potential', 'in', 'your', 'brand']","[13916, 13916, 13916, 8484, 9305, 13916, 13916, 1435, 0, 0, 0, 0, 0, 0, 0, 0]"
2076,Building brands in culture Building culture in brands,"['Building', 'brands', 'in', 'culture', 'Building', 'culture', 'in', 'brands']","[1570, 1435, 13916, 2996, 1570, 2996, 13916, 1435, 0, 0, 0, 0, 0, 0, 0, 0]"
2077,Where great brands begin,"['Where', 'great', 'brands', 'begin']","[13916, 5375, 1435, 1036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2078,An extra dose of brilliance,"['An', 'extra', 'dose', 'of', 'brilliance']","[13916, 4392, 3745, 13916, 1493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2079,The creative future company,"['The', 'creative', 'future', 'company']","[13916, 2885, 5041, 2415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2080,Think ahead Stay ahead,"['Think', 'ahead', 'Stay', 'ahead']","[12495, 13916, 11782, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2081,Bringing a fresh perspective,"['Bringing', 'a', 'fresh', 'perspective']","[13916, 13916, 4947, 8941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2082,Stop marketing start branding,"['Stop', 'marketing', 'start', 'branding']","[11869, 7461, 11755, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2083,Building big brands for small businesses,"['Building', 'big', 'brands', 'for', 'small', 'businesses']","[1570, 1109, 1435, 13916, 11343, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2084,We create brand experiences,"['We', 'create', 'brand', 'experiences']","[13916, 2883, 1435, 4346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2085,Brands that move you,"['Brands', 'that', 'move', 'you']","[13916, 13916, 7962, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2086,Personal Simple True,"['Personal', 'Simple', 'True']","[8938, 11186, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2087,We love your company,"['We', 'love', 'your', 'company']","[13916, 7246, 13916, 2415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2088,Brand builders Brand managers,"['Brand', 'builders', 'Brand', 'managers']","[1435, 1569, 1435, 7393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2089,The power to generate convince convert grow,"['The', 'power', 'to', 'generate', 'convince', 'convert', 'grow']","[13916, 9325, 13916, 5131, 2697, 2692, 5440, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2090,Branding right the first time,"['Branding', 'right', 'the', 'first', 'time']","[13916, 10400, 13916, 4662, 12569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2091,Handcrafted brands,"['Handcrafted', 'brands']","[13916, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2092,Creating a world of brilliant identities,"['Creating', 'a', 'world', 'of', 'brilliant', 'identities']","[13916, 13916, 13820, 13916, 1494, 6084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2093,Cut through,"['Cut', 'through']","[3034, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2094,Forging brands driving revenue,"['Forging', 'brands', 'driving', 'revenue']","[13916, 1435, 13916, 10338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2095,Grafik The right idea,"['Grafik', 'The', 'right', 'idea']","[13916, 13916, 10400, 6076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2096,We re kind of a big deal,"['We', 're', 'kind', 'of', 'a', 'big', 'deal']","[13916, 13916, 6820, 13916, 13916, 1109, 3117, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2097,Iconic brand creation,"['Iconic', 'brand', 'creation']","[13916, 1435, 2884, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2098,Smart Fresh Human,"['Smart', 'Fresh', 'Human']","[11345, 4947, 5982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2099,Nerds at work,"['Nerds', 'at', 'work']","[13916, 13916, 13809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2100,We mean business,"['We', 'mean', 'business']","[13916, 7550, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2101,Transforming brand horizons,"['Transforming', 'brand', 'horizons']","[13916, 1435, 5909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2102,Unleashing brand power,"['Unleashing', 'brand', 'power']","[13916, 1435, 9325, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2103,Highly evolved marketing,"['Highly', 'evolved', 'marketing']","[13916, 13916, 7461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2104,Brand driven growth strategy,"['Brand', 'driven', 'growth', 'strategy']","[1435, 13916, 5443, 11902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2105,A brand idea company,"['A', 'brand', 'idea', 'company']","[13916, 1435, 6076, 2415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2106,Nurturing brands of all sizes,"['Nurturing', 'brands', 'of', 'all', 'sizes']","[13916, 1435, 13916, 13916, 11228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2107,Making brands work,"['Making', 'brands', 'work']","[13916, 1435, 13809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2108,Building brands With purpose,"['Building', 'brands', 'With', 'purpose']","[1570, 1435, 13916, 9708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2109,Taking brands from good to great,"['Taking', 'brands', 'from', 'good', 'to', 'great']","[13916, 1435, 13916, 5280, 13916, 5375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2110,The brand alignment company,"['The', 'brand', 'alignment', 'company']","[13916, 1435, 303, 2415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2111,Branding agency focused on results,"['Branding', 'agency', 'focused', 'on', 'results']","[13916, 228, 13916, 13916, 10299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2112,Crafting stories inventing futures,"['Crafting', 'stories', 'inventing', 'futures']","[13916, 11879, 13916, 5041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2113,Lead don't follow,"['Lead', ""don't"", 'follow']","[6980, 13916, 4801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2114,Adapt Evolve,"['Adapt', 'Evolve']","[122, 4268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2115,One agency More ideas,"['One', 'agency', 'More', 'ideas']","[8418, 228, 13916, 6076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2116,Kick start your brand,"['Kick', 'start', 'your', 'brand']","[6799, 11755, 13916, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2117,Enriching brands,"['Enriching', 'brands']","[13916, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2118,Beyond theory,"['Beyond', 'theory']","[13916, 12478, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2119,Brand innovations,"['Brand', 'innovations']","[1435, 6413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2120,Making good impressions,"['Making', 'good', 'impressions']","[13916, 5280, 6189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2121,Brands without borders,"['Brands', 'without', 'borders']","[13916, 13916, 1370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2122,Creativity that creates business,"['Creativity', 'that', 'creates', 'business']","[2886, 13916, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2123,Building bankable brands,"['Building', 'bankable', 'brands']","[1570, 13916, 1435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2124,Improving performance By design,"['Improving', 'performance', 'By', 'design']","[13916, 8907, 13916, 3336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2125,Creating a business with authentic integrity,"['Creating', 'a', 'business', 'with', 'authentic', 'integrity']","[13916, 13916, 1635, 13916, 746, 6489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2126,Make your mark Change our world,"['Make', 'your', 'mark', 'Change', 'our', 'world']","[7366, 13916, 13916, 1941, 13916, 13820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2127,Innovative solutions to move your business forward,"['Innovative', 'solutions', 'to', 'move', 'your', 'business', 'forward']","[6414, 11474, 13916, 7962, 13916, 1635, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2128,Reach new heights,"['Reach', 'new', 'heights']","[9896, 8158, 5716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2129,Your outsourced head office,"['Your', 'outsourced', 'head', 'office']","[13916, 13916, 5656, 8392, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2130,People Productivity Profitability,"['People', 'Productivity', 'Profitability']","[8886, 9508, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2131,Making business work worldwide,"['Making', 'business', 'work', 'worldwide']","[13916, 1635, 13809, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2132,The power of productivity,"['The', 'power', 'of', 'productivity']","[13916, 9325, 13916, 9508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2133,Smart The intelligent choice,"['Smart', 'The', 'intelligent', 'choice']","[11345, 13916, 6493, 2061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2134,Optimising sales performance,"['Optimising', 'sales', 'performance']","[13916, 10607, 8907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2135,Centric In balance,"['Centric', 'In', 'balance']","[13916, 13916, 849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2136,Our team Your advantage,"['Our', 'team', 'Your', 'advantage']","[13916, 12349, 13916, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2137,High performance Delivered,"['High', 'performance', 'Delivered']","[5785, 8907, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2138,Innovation delivered,"['Innovation', 'delivered']","[6413, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2139,I am your idea,"['I', 'am', 'your', 'idea']","[13916, 13916, 13916, 6076, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2140,Bring your life experiences to us,"['Bring', 'your', 'life', 'experiences', 'to', 'us']","[1497, 13916, 7073, 4346, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2141,Metamorphosis in a world of change,"['Metamorphosis', 'in', 'a', 'world', 'of', 'change']","[7654, 13916, 13916, 13820, 13916, 1941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2142,Feeling good about making a difference,"['Feeling', 'good', 'about', 'making', 'a', 'difference']","[4544, 5280, 13916, 13916, 13916, 3447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2143,Own your course,"['Own', 'your', 'course']","[13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2144,Work smarter not harder,"['Work', 'smarter', 'not', 'harder']","[13809, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2145,Results not reports,"['Results', 'not', 'reports']","[13916, 13916, 10199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2146,Works where it matters,"['Works', 'where', 'it', 'matters']","[13916, 13916, 13916, 7529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2147,Developing leaders and high performance teams,"['Developing', 'leaders', 'and', 'high', 'performance', 'teams']","[13916, 6982, 13916, 5785, 8907, 12349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2148,Your partnership in growth,"['Your', 'partnership', 'in', 'growth']","[13916, 8753, 13916, 5443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2149,Our business is taking care of your business,"['Our', 'business', 'is', 'taking', 'care', 'of', 'your', 'business']","[13916, 1635, 13916, 13916, 1780, 13916, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0]"
2150,People Change Performance,"['People', 'Change', 'Performance']","[8886, 1941, 8907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2151,Our business is your business,"['Our', 'business', 'is', 'your', 'business']","[13916, 1635, 13916, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2152,Stirring challenging businesses,"['Stirring', 'challenging', 'businesses']","[13916, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2153,Your competitive edge,"['Your', 'competitive', 'edge']","[13916, 2434, 3939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2154,Potential made real,"['Potential', 'made', 'real']","[9305, 13916, 9906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2155,Competitive advantage through people,"['Competitive', 'advantage', 'through', 'people']","[2434, 181, 13916, 8886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2156,Effective corporate performance,"['Effective', 'corporate', 'performance']","[3955, 2750, 8907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2157,Problem solved,"['Problem', 'solved']","[9483, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2158,Unlocking potential Delivering results,"['Unlocking', 'potential', 'Delivering', 'results']","[13916, 9305, 13916, 10299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2159,A proven performance,"['A', 'proven', 'performance']","[13916, 13916, 8907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2160,Rejuvenating your business,"['Rejuvenating', 'your', 'business']","[13916, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2161,Help your business grow,"['Help', 'your', 'business', 'grow']","[5734, 13916, 1635, 5440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2162,Strategic minds for your company's growth,"['Strategic', 'minds', 'for', 'your', ""company's"", 'growth']","[11900, 7725, 13916, 13916, 13916, 5443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2163,Helping your business build and grow,"['Helping', 'your', 'business', 'build', 'and', 'grow']","[13916, 13916, 1635, 1568, 13916, 5440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2164,Creating impact together,"['Creating', 'impact', 'together']","[13916, 6139, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2165,Reducing business costs,"['Reducing', 'business', 'costs']","[13916, 1635, 2778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2166,Delivering positive change,"['Delivering', 'positive', 'change']","[13916, 9279, 1941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2167,Building a better business,"['Building', 'a', 'better', 'business']","[1570, 13916, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2168,Profit in business Prosper in life,"['Profit', 'in', 'business', 'Prosper', 'in', 'life']","[9519, 13916, 1635, 9582, 13916, 7073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2169,We make it happen Better,"['We', 'make', 'it', 'happen', 'Better']","[13916, 7366, 13916, 5594, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2170,Together we reach the goal,"['Together', 'we', 'reach', 'the', 'goal']","[13916, 13916, 9896, 13916, 5250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2171,Building breakthrough businesses,"['Building', 'breakthrough', 'businesses']","[1570, 1458, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2172,Helping companies succeed,"['Helping', 'companies', 'succeed']","[13916, 2415, 12023, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2173,Delivering results that endure,"['Delivering', 'results', 'that', 'endure']","[13916, 10299, 13916, 4100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2174,Strategy and technology consultants to the world,"['Strategy', 'and', 'technology', 'consultants', 'to', 'the', 'world']","[11902, 13916, 12365, 2623, 13916, 13916, 13820, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2175,Making businesses better,"['Making', 'businesses', 'better']","[13916, 1635, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2176,Focused on outcomes,"['Focused', 'on', 'outcomes']","[13916, 13916, 8520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2177,Paving your path to success,"['Paving', 'your', 'path', 'to', 'success']","[13916, 13916, 8780, 13916, 12024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2178,Trust TIC to unlock your business potential,"['Trust', 'TIC', 'to', 'unlock', 'your', 'business', 'potential']","[12862, 12549, 13916, 13135, 13916, 1635, 9305, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2179,People before strategy,"['People', 'before', 'strategy']","[8886, 13916, 11902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2180,Because you re probably paying too much,"['Because', 'you', 're', 'probably', 'paying', 'too', 'much']","[13916, 13916, 13916, 13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2181,Expand your horizon,"['Expand', 'your', 'horizon']","[4334, 13916, 5909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2182,Getting better all the time,"['Getting', 'better', 'all', 'the', 'time']","[13916, 13916, 13916, 13916, 12569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2183,Make the change,"['Make', 'the', 'change']","[7366, 13916, 1941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2184,Powerful insights Proven delivery,"['Powerful', 'insights', 'Proven', 'delivery']","[9326, 6439, 13916, 3249, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2185,Know risk Know reward,"['Know', 'risk', 'Know', 'reward']","[6860, 10424, 6860, 10362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2186,Strategy Talent Results,"['Strategy', 'Talent', 'Results']","[11902, 12282, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2187,Turn to us for direction s,"['Turn', 'to', 'us', 'for', 'direction', 's']","[12899, 13916, 13916, 13916, 3498, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2188,Catalyzing business growth,"['Catalyzing', 'business', 'growth']","[13916, 1635, 5443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2189,Nourish your business,"['Nourish', 'your', 'business']","[8272, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2190,Rapid results Lasting value,"['Rapid', 'results', 'Lasting', 'value']","[9862, 10299, 6938, 13308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2191,The consulting company for the rational manager,"['The', 'consulting', 'company', 'for', 'the', 'rational', 'manager']","[13916, 13916, 2415, 13916, 13916, 9879, 7393, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2192,Developing people Delivering results,"['Developing', 'people', 'Delivering', 'results']","[13916, 8886, 13916, 10299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2193,It's our business to develop yours,"[""It's"", 'our', 'business', 'to', 'develop', 'yours']","[13916, 13916, 1635, 13916, 3392, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2194,Profit Wealth Future,"['Profit', 'Wealth', 'Future']","[9519, 13607, 5041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2195,Giving your business direction,"['Giving', 'your', 'business', 'direction']","[13916, 13916, 1635, 3498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2196,Know your environment,"['Know', 'your', 'environment']","[6860, 13916, 4163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2197,Creating the environment for business,"['Creating', 'the', 'environment', 'for', 'business']","[13916, 13916, 4163, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2198,Empowering continual improvement,"['Empowering', 'continual', 'improvement']","[13916, 13916, 6200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2199,Your success is our only business,"['Your', 'success', 'is', 'our', 'only', 'business']","[13916, 12024, 13916, 13916, 13916, 1635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2200,Creating real wealth,"['Creating', 'real', 'wealth']","[13916, 9906, 13607, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2201,First we make it work Then we make it last,"['First', 'we', 'make', 'it', 'work', 'Then', 'we', 'make', 'it', 'last']","[4662, 13916, 7366, 13916, 13809, 13916, 13916, 7366, 13916, 13916, 0, 0, 0, 0, 0, 0]"
2202,Referred for a reason,"['Referred', 'for', 'a', 'reason']","[13916, 13916, 13916, 9920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2203,Nobody outcleans the Maids,"['Nobody', 'outcleans', 'the', 'Maids']","[13916, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2204,Your building deserves the best,"['Your', 'building', 'deserves', 'the', 'best']","[13916, 1570, 13916, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2205,Our business is to make your business shine,"['Our', 'business', 'is', 'to', 'make', 'your', 'business', 'shine']","[13916, 1635, 13916, 13916, 7366, 13916, 1635, 11046, 0, 0, 0, 0, 0, 0, 0, 0]"
2206,Relax It's done,"['Relax', ""It's"", 'done']","[10113, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2207,One less thing to worry about,"['One', 'less', 'thing', 'to', 'worry', 'about']","[8418, 13916, 12493, 13916, 13826, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2208,Remember clean We do,"['Remember', 'clean', 'We', 'do']","[10147, 2174, 13916, 3681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2209,For the time you need and deserve,"['For', 'the', 'time', 'you', 'need', 'and', 'deserve']","[13916, 13916, 12569, 13916, 8112, 13916, 3334, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2210,Living brings it in We take it out,"['Living', 'brings', 'it', 'in', 'We', 'take', 'it', 'out']","[13916, 13916, 13916, 13916, 13916, 12275, 13916, 13916, 0, 0, 0, 0, 0, 0, 0, 0]"
2211,Let us hurt your dirt,"['Let', 'us', 'hurt', 'your', 'dirt']","[7040, 13916, 6018, 13916, 3502, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2212,We clean so you don't have to,"['We', 'clean', 'so', 'you', ""don't"", 'have', 'to']","[13916, 2174, 13916, 13916, 13916, 5642, 13916, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2213,Jani King The king of clean,"['Jani', 'King', 'The', 'king', 'of', 'clean']","[13916, 6827, 13916, 6827, 13916, 2174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2214,A new beginning A clean start,"['A', 'new', 'beginning', 'A', 'clean', 'start']","[13916, 8158, 1038, 13916, 2174, 11755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
2215,We don't just clean we scrub,"['We', ""don't"", 'just', 'clean', 'we', 'scrub']","[13916, 13916, 13916, 2174, 13916, 10806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
